	clean_tweet	class
565	 sour appl bitter bitch fuckin wit em 	0
566	 faggot oriol petti fuck got swept outta bitch 	1
567	 ghetto ass band get snuck # # # # 	1
568	 divis trash saint gon win nfc south watch 	2
569	 fan wait bitch nigga hate old hoe date look mama # 	1
570	 ghetto motherfuck missi elliott	1
571	 recip call leftov browni hell leftov browni browni eaten yet 	2
572	 ratchet broad repres white ass talk trash caus racist shit blac	1
573	 trust noneee bitch 	1
574	 twitter twitter bitch twitter life	1
575	 two road diverg yellow wood chose one j # tunheimr robert frost giant	2
576	 u got k bitch nigga al haymon antonio tarver	1
577	 uh uh empti heart empti bottl yellow cab would like catch cuz yo latest ex made u mad 	1
578	 use girlfriend got hoe lookin good girl fuckin low 	1
579	 virgin pussi regular pussi oomf pussi 	1
580	 whaaaaaat lmaooo luv u fat bitch cuz got big ole titti phat booti 	1
581	 walk bitch like nigga made 	1
582	 hate nigger hate faggot hate spic kkk ralli	0
583	 queer    hut like butt 	0
584	 well bitch biolog said # # # 	1
585	 gotta report spam rt sbabylif ladi rt head game better pussi 	1
586	 im done hoe pass squad g 	1
587	 fuck callin jiggaboo nigga 	0
588	 peopl think gay marriag okay beyond sorri want futur son see  fag walk street hold hand	0
589	 u littl bitch chri six bitch allison mom	1
590	 would want play pussi dead #snl	1
591	 would wanna green ranger evil duh bitch	1
592	 would want pussi side burn that good question hyung hahahahaha # 	1
593	 shank bitch cevich 	1
594	 work get rough day hahaha #hoes	1
595	 wow bitch ye alreadi establish anyth els say 	1
596	 forget brand new babi girl home bitch cooki burn	1
597	 yah said word mtzra ym egyptian peopl ysrah al inherit kushit ethiopian 	2
598	 yaoooooooo mawnin yardi # # # 	2
599	 yo bitch horn tryna shoot porn shirt worthi toni	1
600	 yo sublet pussi #shitfahdsays	1
601	 yo feet smell like puss # # whut like flower bitch # # # # omg	1
602	 yo mama bitch one sentenc end relationship 	1
603	 gunna shit spear chucker 	0
604	 bitch favorit respons long text	1
605	 yo boy pussi cat 	1
606	 cunt 	1
607	 pull pussi dodg collect panti alright stormi jake # # # 	1
608	 take someon ghetto take ghetto 	1
609	 like us color folk color white fuck # # # # 	1
610	 got hella hoe 	1
611	 hit light line toco bell  morn diana back hous miracl charli 	2
612	 look cute today realli helll swerv hoe 	1
613	 look like littl bird help get dress morn 	2
614	 ol trout mouth ass bitch deeeeaaaadd	0
615	 talk like fag shit retard cool scro lot tard live total kick ass live 	1
616	 took land could make retard diaper sure use imag cool #redskins #nfl #concussion #jokes	1
617	 garden rose bitch weed 	1
618	 fuck shit dumb ass cunt go post pictur flat ass titti ig slut	1
619	 queer # # # # 	1
620	 homeboy look bad give cash hoe 	1
621	 teeth like star aww thank yeah yellow far away 	2
622	 yup fuck em play like trash rt sbabylif clipper wanna play lol 	1
623	 time hoe get lol ariana mom say us	1
624	 bitch 	1
625	 ayo even kill handicap crippl bitch look scalp real close see tripl six 	0
626	 bitch freak shit 	1
627	 bitch vagina littl resili 	1
628	 love nah bitch love 	1
629	 pussi root drama attribut put head mama 	1
630	 call keyshawn johnson caus im catchin erri hoe 	1
631	 captain save hoe annoy phrase	1
632	 day judgement everybodi gonna look big jumbotron watch fuck majjinn buu bitch 	1
633	 let side bitch settl might headbutt evelyn 	1
634	 dont show bitch unless look like dolli parton 	1
635	 fuck pussi ass hater go suck dick die quick someon youtub comment think good friend 	0
636	 hick raver venn diagram larg intersect 	2
637	 hoe suck dick cu look like john stockton hit em wit choppa luke fatherrr 	1
638	 wasnt work place id deck aye fuck right give tyson  combo nd end uppercut shut fuck bitch	1
639	 suck dick dip keeper true redneck woman kim dad 	1
640	 im gonna rip bitch apart rip apart lol 	1
641	 britney bitch bibl leviticu   	1
642	 nigga bitch bitch ass nigga dike ass hoe black ass bright ass hoe fag tag scalli wag 	1
643	 pussi tryna go studio call mufuckin crib like god yo word god buss yo shit god word 	1
644	 oh ya hoe think cute skin tight cat suit assum bodi boomin disput 	1
645	 omg bitch fuck stupid swear blah blah blah week later omg ilysm bae ur best friend swear	1
646	 way fuck bitch name lord mr race	0
647	 poor whitey 	0
648	 ride bro still trust hoe 	1
649	 weekend go fabul naa man see nae cunt ko  second flat hate u #fuckgm	1
650	 whatev good one abraham lincoln quot yall hoe 	1
651	 guy say latina gt mean kim kardashian look girl bitch shape like mini fridg amp smell like tortilla 	1
652	 rapper say twat make feel weird # # # # 	2
653	 better pipe pussi # lmao wth even mean 	1
654	 fuck pussi even beat dick angri youtub comment	1
655	 cunt right 	1
656	# son bitch moment rain forget car window dow	1
657	#thingsthatgetsonmynerves needi hoe ratchet hoe sidelin hoe beggin hoe dumb hoe look love facebook hoe 	1
658	# get hit bitch campu want	1
659	#personidbitchslap fa blowin tl like bitch spare tire leavin dairi quee	1
660	#faves rt # #snoop #justin much fun charli wilson tribut #betawards 	2
661	#taughtme pussi feel # # 	1
662	#wordsaftersex pussi bitch 	1
663	#azmonsoon lot rain bad enough wash away teabagg racist white trash state #tcot #teaparty #azflooding	0
664	#alexfromtarget get million retweet #chrisfromwalmart cant even get bitch text back 	1
665	#alexfromtarget bitch wet lmmfao	1
666	#anncoulter still call #obama commun organ #syria well still #cunt well 	1
667	#asagiraffes pussi 	1
668	#askdems embarrass charli rangel remain caucu 	2
669	#bob bass bitch bitch dick fish doc	1
670	#breaking ap call mass governor race charli baker watch live coverag wcvb stream onlin 	2
671	#bangbangbirdgang ya bitch  fruit loop	1
672	#bartending becom real bitch #bartender way way taller bar design holi back pain 	1
673	#bestsongtohavesexto bitch love sosa #bangbang	1
674	#bigbird made gay coupl ye gop world bird would exist sinc creator would jail sodomi 	2
675	#bitchslapthursdays nite pure passion door open  watch game bitch # 	1
676	#blessjesus amo   two walk togeth except agre 	2
677	#blessjesus amo   hate one uphold justic court detest one tell truth 	2
678	#blessjesus #crown head sole feet	2
679	#blessjesusair matthew   look bird air yet heavenli father feed much valuabl 	2
680	#blessjesuslove happi belat sixti fifth  birthday  aunt mari agn #strong	2
681	#boutgocrazy #aintnolevelzdisshit hungrier phat ho diet ig 	1
682	#burnnotice fi shoot bean bag round guy hurt like bitch 	1
683	#california full white trash	0
684	#california full white trash move #oklahoma	0
685	#celebrityleakedphotos yeah gt know feel know #nsa phone quit whine like #muslim #bitches 	1
686	#christianbale kiss #moses ass fight god otherwis might fuck dead gt #retarded #ass #actor #faggot	1
687	#commonquestioniget uou ghetto 	2
688	#cowboys   bitch #cowboysnation anoth great win ilov team	1
689	#crack whip cracker	1
690	#dtla trash non european allow live 	0
691	#duh possibl tuck peni bitch got man boob 	1
692	#dearfeministmen easier way get pussi w sacrif man hood best dont includ lose ur self respect 	1
693	#degenerateartist fuckin around #allahs #retard #crest gt got bless jesu next fake ass text gt 	1
694	#degenerateartist card gt french muslim retard gt expect demand child bride yard cuz got man dick gt 	1
695	#degenerateartist bitch walk back word gt witch question turd gt glitch evolv absurd 	1
696	#degenerateartist know word gt bo jingo dangl fan slang ho ting pang lick drum swing flick alarm bic gt hear fire 	1
697	#degenerateartist sniff whiffi ball involuntari cuz fairi walk downtown hairi #climatechange scari sens hillbilli sneez gt 	2
698	#derekjeter lifelong #yankees man miss #firstballot #unanimous	2
699	#dutch farmer white trash 	0
700	#dutch peopl live outsid #newyorkcity white trash 	0
701	#earlybird #early #morning #sunrise #dawn #bird #thebird #jerryreed kansa citi 	2
702	#ebola great thought panic bird flu bad realli got time 	2
703	#ebola great metaphor #gop #teaparty polici eat vital organ host die #tcot #teabaggers	2
704	#explainananimeplotbadly boy monkey tail grow savior futurist yet old earth	2
705	#fact kany best good piec pussi fuck	1
706	#fact femal tweet dayum day r hoe need attent #ijs #wontgetme	1
707	#femalelogic wors jig convinc	2
708	#firecashman root royal octob #yankees	2
709	#freeelchapo trend cu french montana bitch ass fuck think sell drug cool lamest poser 	1
710	#freeballoutpartypart bitch go  mo week # 	1
711	#freshmanadvice hoe get traphouseeeeeee	1
712	#glory isaiah mom ask want browni said thank said fast 	2
713	#holidayseasonlive shi glizzi feat pli free tha gang 	2
714	#happycolumbusday #america #karlmarx would never thought share #colonialism #injuns 	2
715	#happycolumbusday hate sound #peta callou #buffalo lot wors #injuns 	2
716	#havok one bad bitch wanna mess #tna impact	1
717	#hellyeah #no happi fall pumpkin spice oreo 	2
718	#hellobrookland open serv free sampl cider vegan slider browni 	2
719	#holyspirit joshua   everi place sole foot shall tread upon given unto said unto mose 	2
720	#honestyhour middl school hoe use call mandingo warrior	1
721	#idonthavetimefor ratchet hoe 	1
722	#ihopesomeday hoe find relationship instead ruin other	1
723	#istandwithrand wise rino pussi real leader like rand cruz lee bachmann etc actual exist fight go home #teaparty	1
724	#iu  straight nation #college soccer champion wow #hoosiernation #hoosiers # # 	2
725	#iu make honorari student id way cooler intern student footbal card #hoosiers	2
726	#ifthepurgewasreal best prostitut madam ever hey got pussi broke right lmao jk	1
727	#ifwedate eat da pussi better lesbian 	1
728	#inmiddleschool fat hell band faggot thank god play sport th grade didnt stay band	1
729	#indigenouspeoplesday right #redskins lot #queens right nomg #sofunny	2
730	#indigenouspeoplesday haha fuckin retard commi hunter biden love snortin pygmi fairi dust #liberals	1
731	#iowa full white trash	0
732	#iraq gov troop hand sever defeat #isis saqlawiya chatter  soldier lost amp jihadi rave	2
733	#jesuschrist straight gt #faggots kill #period #sonofgod gt 	0
734	#kanyeshrug lol # thot like # great thing bitch offer # # # # 	1
735	#lingo nicca tryn talk like	1
736	#mentionadislike hoe thinkin bad even tell bitch calm u averag 	1
737	#messagetomyfuturespouse u better cook clean bitch ill give u money cleanin dish makin plate 	1
738	#minnesota full white trash	0
739	#myunpopularopinion spanish bitch suck dick  babi  alreadi fine dress slutti 	1
740	#nl q u e e n remind still get janel mona perplex peopl think queer 	1
741	#np centuri fob	2
742	#nationalcatday sure celebr  billion bird death blame #climatechange fuckin #commies 	1
743	#natitude okay go say comb yer beard #lol #wiggers	2
744	#nowplaying bt feat tori amo blue sky radio edit #thearrow 	2
745	#nowplaying great white bitten twice shi #thearrow 	2
746	#nowplaying ian hunter bitten twice shi #thearrow 	2
747	#nowplaying door wasp texa radio big beat #thearrow 	2
748	#oomef yeah kno pussi whip nigga put ring # # 	1
749	#onlyinamichaelmyersmovie bitch run hundr meter dash niqqa who actual take time walk amp u still get kill	1
750	#pdplive novemb th get earli bird ticket 	2
751	#pacernation   road perfect way continu #iubb finish #nba #pacers #indiana #hoosiers	2
752	#peopletoavoid valeri jarrett control reflex bitch slap 	1
753	#peoplewhomademy littl brother hate admit know still lil bitch though fuck 	1
754	#qtna bitch gon breast feed wit nippl ring # # 	1
755	#questioniaskmyself slap hoe tuh solv someth ima leav alon never usual listen	1
756	#radiofreenorthwest  covington read respons amp mock fbi andi real polit liv awaken gretchen 	2
757	#rayrice bitch #justsaying	1
758	#rayrice still bitch got one wrong women fan livid #noexcuses	1
759	#reasonswecantbetogether u talkin nig smash da homi	0
760	#reasonswhywedontgetalong hoe stop focus suck dick focu get rich	1
761	#rebelscience share #whaddup gt #clouds hog #windturbines like fuckin gasbag son bitch 	1
762	#rebelscience use actual woman genet engin lab natur clone someth #faggot #rome	0
763	#redsox focu #orioles knock last year hatr #yankees um teen year lol 	2
764	#remake #granny dcyoungfli dirtymoney #teamignat #hoodcomedy damn bitch bab big 	1
765	#royals   fantast readi tomorrow sweep dispos #yankees ever except month 	2
766	#royals milwauke let yost go wish caus suck guy win lose yanke fire girardi # yost	2
767	#ruinacomedian charli lapdanc	2
768	#ruinadessert fairi queen nomg gt fuck #obama panti 	1
769	#shoutout everybodi follow nicca 	1
770	#shoutout #exit nicca #salute	1
771	#shoutout #macktown nicca 	1
772	#shoutout exit  nicca #realniccasalute	1
773	#signsofcockblockin gt niggah tell hoe talk get # #fuckniggahs	1
774	#skating trash 	2
775	#slightlyadjusted all nigger wanna fuck tweet drink pineappl soda day	0
776	#somethingigetalot asian black hawaiian gay retard drunk 	0
777	#southcarolina full white trash	0
778	#splashgang pussi n z ay tri tell n z 	1
779	#stopwhitepeople  case west nile viru infect report orang counti year  dead bird found carri viru	2
780	#tbt love forev ling ling # # # 	2
781	#theboondocks   nicca 	2
782	#truth david charli brown #scanda	2
783	#that son bitch moment final get bed bladder decid time piss	1
784	#that son bitch moment turn radio favorit song end song	1
785	#that son bitch moment walk hous dark stub littl toe wa	1
786	#thatfuckmemoment leav car window rain car look like hurrican katrina ran bitch	1
787	#themostannoyingthingsinlife peopl never happi bitch n moan  time 	1
788	#thingsiwillteachmychild play deez nigga n bitch dat snake	0
789	#thingsnottodoonafirstdate give da dick u gotta half stroke da pussi bc u dump dick dat bitch gon becom extrem anoy	1
790	#tjohngang # lil bitch follow 	1
791	#tomyfutureson fuck dem hoe better love dem hoe 	1
792	#trayvonmartin refer zimmerman creepi ass cracker racist thug 	0
793	#tweetlikepontiacholmes # pontiac sprinkler nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga	0
794	#tweetlikeyourbestfriend made  bitch 	1
795	#umightnotgetin # # # fucc nicca #beerandtacos #wethelastonesleft 	1
796	#vinitahegwood get job naacp ag hear like divers toler long cracker #tcot	0
797	#virginia full white trash 	0
798	#wearerepublicnotregime #potus bo violat usa sovereignti w open border jihadi crimin diseas haitian american #impeachobama	2
799	#westvirginia full white trash 	0
800	#whatimcraving peanut butter oreo lt 	2
801	#whatwouldyouchangeaboutyourpast hoe wast time	1
802	#whyihateinstagram make bitch cheat four point scale  	1
803	#worldseriesgame hunter penc annoy red sox player shave fool take vyvans # # # # # # #yankees  	2
804	#yankees	2
805	#yankees #firecashman want arod back 	2
806	#yankees #jeter let play entir inning fit 	2
807	#yankees #sec robertson guy fantast sec pitcher 	2
808	#yankees  #astros  mccarthi outduel keuchel seri final 	2
809	#yankees   nine straight hit price night 	2
810	#yankees damn directtv blackout yanke game freak walk kill satellit douch 	2
811	#yankees damn well joe move bullpen realli help 	2
812	#yankees complain royal win lose game show heart al ride die flex zone earn 	2
813	#yankees went gold cruz  sound upper lower bodi strength hmm  hr hitter say word 	2
814	#yankees royal fire sale want whole team leav gardner tanaka rest pleas go along joe cash 	2
815	#yankees nice bounc back kay gotta keep go 	2
816	#yankees pineda need   great play 	2
817	#yankees primo got home tank mlb final win even better time get seriou sept call time	2
818	#yankees got beaten thug	2
